,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
4472,121.33,-13.01,0.0,30,1,15,9.75,12
4473,0.0,0.0,83.33333333,30,0,8,4.25,16
4474,118.22,-11.78,0.0,30,1,4,1.75,8
4475,120.67,-12.76,0.0,200,1,1,7.5,6
4476,120.08,-12.53,0.0,170,1,20,9.0,9
4477,119.33,-12.24,0.0,20,2,16,4.25,11
4478,0.0,0.0,83.33333333,120,0,9,3.25,14
4479,0.0,0.0,83.33333333,70,0,16,9.0,10
4480,120.27,-12.61,0.0,170,1,2,1.0,4
4481,118.37,-11.84,0.0,90,2,2,1.25,9
4482,119.78,-12.41,0.0,120,2,20,0.0,17
4483,0.0,0.0,83.33333333,110,0,14,0.5,6
4484,119.29,-12.22,0.0,140,1,17,6.25,13
4485,121.11,-12.93,0.0,120,2,12,6.25,10
4486,100.56,-0.55,0.0,180,0,13,3.0,15
4487,118.62,-11.95,0.0,140,2,3,1.5,6
4488,119.33,-12.24,0.0,80,1,5,7.75,18
4489,0.0,0.0,83.33333333,40,0,3,1.0,4
4490,119.33,-12.24,0.0,20,2,20,1.5,16
4491,117.56,-11.5,0.0,60,1,13,3.5,5
4492,120.56,-12.71,0.0,60,2,8,1.25,16
4493,0.0,0.0,83.33333333,140,0,20,7.75,16
4494,100.91,-0.88,0.0,110,0,3,6.5,4
4495,120.87,-12.83,0.0,200,2,10,1.0,8
4496,119.5,-12.3,0.0,80,1,19,2.75,4
4497,118.83,-12.03,0.0,40,1,9,7.75,14
4498,120.0,-12.5,0.0,130,2,15,3.25,13
4499,0.0,0.0,83.33333333,50,0,5,3.25,16
4500,100.83,-0.81,0.0,120,0,14,10.0,15
4501,121.0,-12.88,0.0,20,2,15,0.75,15
4502,119.9,-12.46,0.0,200,1,14,3.0,10
4503,101.0,-0.97,0.0,200,0,20,9.75,12
4504,0.0,0.0,83.33333333,50,0,12,4.0,2
4505,0.0,0.0,83.33333333,100,0,20,5.25,14
4506,119.12,-12.15,0.0,190,1,11,3.0,5
4507,0.0,0.0,83.33333333,20,0,16,1.25,5
4508,0.0,0.0,83.33333333,20,0,1,1.75,1
4509,118.92,-12.07,0.0,130,1,17,8.0,5
4510,120.17,-12.56,0.0,40,1,2,7.25,15
4511,102.0,-1.89,0.0,100,0,2,3.75,1
4512,0.0,0.0,83.33333333,40,0,20,0.25,12
4513,100.77,-0.75,0.0,130,0,19,8.25,5
4514,121.33,-13.01,0.0,70,1,11,1.0,5
4515,103.33,-3.03,0.0,30,0,13,0.0,18
4516,121.0,-12.88,0.0,40,1,14,6.5,11
4517,0.0,0.0,83.33333333,110,0,7,2.5,8
4518,0.0,0.0,83.33333333,50,0,19,3.25,3
4519,121.47,-13.06,0.0,50,1,15,2.5,15
4520,118.73,-11.99,0.0,100,1,7,0.5,15
4521,118.67,-11.97,0.0,70,1,14,7.5,15
4522,0.0,0.0,83.33333333,80,0,16,5.75,13
4523,119.45,-12.28,0.0,170,2,9,0.5,5
4524,120.15,-12.56,0.0,130,2,2,9.0,12
4525,119.07,-12.13,0.0,150,1,9,6.0,3
4526,119.6,-12.34,0.0,200,2,8,4.0,10
4527,119.4,-12.26,0.0,100,1,18,4.75,20
4528,0.0,0.0,83.33333333,80,0,4,2.5,19
4529,0.0,0.0,83.33333333,70,0,12,10.0,13
4530,120.67,-12.76,0.0,10,1,1,9.25,10
4531,100.83,-0.81,0.0,120,0,6,6.5,10
4532,121.08,-12.91,0.0,160,2,9,3.25,16
4533,118.44,-11.87,0.0,30,1,11,6.25,6
4534,137.04,-14.57,0.0,10,1,3,0.0,5
4535,122.08,-13.28,0.0,160,1,1,10.0,13
4536,120.91,-12.85,0.0,110,1,18,2.5,4
4537,120.53,-12.7,0.0,190,2,2,1.5,1
4538,121.47,-13.06,0.0,200,2,15,10.0,8
4539,118.0,-11.69,0.0,10,2,9,2.75,19
4540,119.33,-12.24,0.0,20,2,2,5.5,6
4541,102.22,-2.08,0.0,180,0,11,10.0,3
4542,119.33,-12.24,0.0,20,1,20,4.0,4
4543,101.05,-1.02,0.0,190,0,14,4.0,10
4544,122.67,-13.49,0.0,50,1,11,0.25,20
4545,0.0,0.0,83.33333333,80,0,20,9.25,10
4546,101.11,-1.08,0.0,90,0,17,1.75,15
4547,120.59,-12.73,0.0,170,1,13,0.5,11
4548,121.53,-13.08,0.0,170,2,8,2.25,4
4549,120.0,-12.5,0.0,40,1,9,9.0,15
4550,101.58,-1.51,0.0,190,0,6,9.0,15
4551,0.0,0.0,83.33333333,50,0,17,8.0,13
4552,118.0,-11.69,0.0,100,1,6,0.5,20
4553,119.78,-12.41,0.0,30,1,13,5.0,19
4554,120.12,-12.55,0.0,160,2,1,6.0,3
4555,137.48,-16.48,0.0,130,2,3,0.0,6
4556,0.0,0.0,83.33333333,10,0,2,7.0,3
4557,119.1,-12.14,0.0,200,1,11,8.0,10
4558,120.42,-12.66,0.0,110,2,6,7.5,16
4559,0.0,0.0,83.33333333,30,0,15,5.0,9
4560,119.33,-12.24,0.0,120,2,18,3.5,18
4561,119.0,-12.1,0.0,60,1,10,1.5,2
4562,101.67,-1.59,0.0,120,0,14,6.25,9
4563,120.0,-12.5,0.0,60,2,13,2.0,16
4564,122.6,-13.69,0.0,90,1,5,0.0,19
4565,120.17,-12.56,0.0,80,2,17,1.5,11
4566,0.0,0.0,83.33333333,70,0,8,6.25,20
4567,118.83,-12.03,0.0,40,1,10,5.25,10
4568,120.67,-12.76,0.0,130,1,12,3.75,12
4569,120.08,-12.53,0.0,80,1,8,8.5,3
4570,120.33,-12.63,0.0,40,1,19,5.25,19
4571,119.67,-12.37,0.0,40,2,3,2.25,15
4572,117.0,-11.26,0.0,20,1,11,6.0,5
4573,0.0,0.0,83.33333333,90,0,20,3.5,10
4574,100.67,-0.65,0.0,150,0,18,5.25,5
4575,119.0,-12.1,0.0,80,1,4,3.25,20
4576,102.5,-2.33,0.0,80,0,16,4.75,8
4577,119.9,-12.46,0.0,70,2,7,2.75,10
4578,120.0,-12.5,0.0,40,1,8,4.75,19
4579,121.33,-13.01,0.0,40,2,4,8.5,10
4580,120.31,-12.62,0.0,130,1,16,7.0,3
4581,121.43,-13.04,0.0,140,1,5,6.5,8
4582,121.89,-13.21,0.0,60,1,4,1.0,12
4583,121.33,-13.01,0.0,10,1,2,0.75,12
4584,121.07,-12.91,0.0,180,2,11,2.75,17
4585,101.0,-0.97,0.0,100,0,15,2.0,18
4586,0.0,0.0,83.33333333,160,0,4,4.5,9
4587,103.33,-3.03,0.0,60,0,2,1.75,4
4588,120.39,-12.68,0.0,110,1,6,0.0,13
4589,123.07,-13.63,0.0,50,2,11,5.5,14
4590,120.47,-12.68,0.0,100,1,7,9.25,16
4591,118.93,-12.07,0.0,150,2,4,8.25,1
4592,121.33,-13.01,0.0,120,2,15,0.5,20
4593,101.76,-1.68,0.0,170,0,3,2.25,19
4594,0.0,0.0,83.33333333,130,0,10,6.5,20
4595,0.0,0.0,83.33333333,70,0,20,9.0,17
4596,124.16,-14.16,0.0,120,1,3,0.0,3
4597,120.0,-12.5,0.0,70,1,15,1.0,20
4598,119.53,-12.31,0.0,170,2,12,4.0,19
4599,118.93,-12.07,0.0,200,1,14,2.25,4
4600,0.0,0.0,83.33333333,80,0,4,3.5,1
4601,119.79,-12.42,0.0,130,1,9,3.5,1
4602,0.0,0.0,83.33333333,110,0,12,4.25,17
4603,0.0,0.0,83.33333333,80,0,4,3.5,3
4604,118.22,-11.78,0.0,60,1,6,1.5,1
4605,120.67,-12.76,0.0,20,2,13,8.5,3
4606,0.0,0.0,83.33333333,160,0,5,7.0,16
4607,119.05,-12.12,0.0,70,1,5,0.5,13
4608,121.85,-13.2,0.0,130,2,12,1.5,9
4609,121.5,-13.07,0.0,80,2,6,1.75,13
4610,120.56,-12.72,0.0,130,2,9,2.5,15
4611,0.0,0.0,83.33333333,30,0,14,1.25,15
4612,119.93,-12.47,0.0,190,1,8,4.25,5
4613,101.18,-1.14,0.0,170,0,1,3.5,12
4614,121.14,-12.94,0.0,70,1,18,6.25,16
4615,120.6,-12.73,0.0,100,1,14,9.0,16
4616,118.07,-11.72,0.0,90,1,7,5.25,13
4617,120.59,-12.73,0.0,170,1,12,1.75,2
4618,102.0,-1.89,0.0,50,0,15,1.5,9
4619,120.46,-12.68,0.0,130,2,19,9.25,12
4620,120.33,-12.63,0.0,40,1,5,10.0,9
4621,119.11,-12.15,0.0,30,1,19,8.75,19
4622,0.0,0.0,83.33333333,110,0,4,8.5,15
4623,121.81,-13.18,0.0,70,2,4,1.75,7
4624,0.0,0.0,83.33333333,120,0,11,3.5,12
4625,118.67,-11.97,0.0,130,1,6,4.0,9
4626,121.56,-13.09,0.0,180,2,20,2.75,7
4627,101.25,-1.2,0.0,160,0,5,1.25,8
4628,0.0,0.0,83.33333333,170,0,4,3.25,11
4629,0.0,0.0,83.33333333,150,0,10,4.25,13
4630,110.0,-7.69,0.0,10,0,5,3.0,15
4631,118.67,-11.97,0.0,10,2,18,1.0,11
4632,120.0,-12.5,0.0,30,1,9,0.5,18
4633,101.76,-1.68,0.0,170,0,5,6.0,1
4634,100.59,-0.58,0.0,170,0,5,8.5,5
4635,0.0,0.0,83.33333333,20,0,2,5.75,3
4636,120.73,-12.78,0.0,110,1,1,6.0,9
4637,0.0,0.0,83.33333333,40,0,18,1.0,18
4638,120.2,-12.58,0.0,170,2,13,1.0,10
4639,119.2,-12.18,0.0,50,2,7,2.5,3
4640,120.37,-12.64,0.0,90,1,7,10.0,2
4641,120.55,-12.71,0.0,170,1,3,10.0,10
4642,120.77,-12.8,0.0,200,2,5,8.25,19
4643,120.5,-12.69,0.0,160,1,20,9.25,13
4644,120.81,-12.81,0.0,190,2,2,6.5,3
4645,119.33,-12.24,0.0,30,1,3,7.75,14
4646,102.0,-1.89,0.0,50,0,1,9.75,2
4647,0.0,0.0,83.33333333,50,0,11,1.0,19
4648,119.5,-12.3,0.0,80,2,8,3.0,7
4649,0.0,0.0,83.33333333,90,0,11,7.75,5
4650,119.02,-12.11,0.0,150,1,6,8.0,7
4651,119.07,-12.13,0.0,180,2,7,6.5,9
4652,100.77,-0.75,0.0,130,0,8,9.0,17
4653,121.2,-12.96,0.0,50,1,3,0.75,17
4654,120.19,-12.57,0.0,70,2,11,5.5,13
4655,117.56,-11.5,0.0,30,1,10,4.0,7
4656,118.67,-11.97,0.0,10,1,19,2.0,18
4657,119.67,-12.37,0.0,100,1,2,2.25,4
4658,119.15,-12.16,0.0,110,1,18,9.75,11
4659,120.0,-12.5,0.0,40,1,8,5.25,18
4660,119.13,-12.15,0.0,130,2,5,5.25,5
4661,122.0,-13.25,0.0,10,1,3,9.75,9
4662,0.0,0.0,83.33333333,150,0,11,0.0,4
4663,0.0,0.0,83.33333333,120,0,14,6.0,18
4664,119.53,-12.32,0.0,200,1,4,8.75,6
4665,0.0,0.0,83.33333333,190,0,8,5.75,8
4666,120.67,-12.76,0.0,90,1,4,5.0,7
4667,100.91,-0.88,0.0,110,0,19,6.0,20
4668,0.0,0.0,83.33333333,20,0,4,6.25,11
4669,119.22,-12.19,0.0,120,2,1,4.5,14
4670,120.3,-12.62,0.0,110,1,19,8.75,20
4671,119.33,-12.24,0.0,130,2,5,3.75,19
4672,118.81,-12.03,0.0,180,2,16,5.25,19
4673,120.58,-12.73,0.0,80,1,12,1.5,8
4674,0.0,0.0,83.33333333,30,0,4,7.0,9
4675,0.0,0.0,83.33333333,10,0,6,6.5,17
4676,120.83,-12.82,0.0,40,2,2,5.0,16
4677,0.0,0.0,83.33333333,170,0,13,8.75,8
4678,117.0,-11.26,0.0,20,1,2,5.5,17
4679,0.0,0.0,83.33333333,150,0,3,7.75,14
4680,119.77,-12.41,0.0,200,1,5,6.25,7
4681,101.0,-0.97,0.0,100,0,6,7.25,20
4682,101.11,-1.08,0.0,90,0,14,8.25,9
4683,119.24,-12.2,0.0,140,1,16,7.0,20
4684,119.84,-12.44,0.0,170,1,11,7.25,17
4685,120.0,-12.5,0.0,130,1,2,2.5,19
4686,119.11,-12.15,0.0,60,2,2,2.25,17
4687,120.48,-12.68,0.0,70,1,17,0.0,6
4688,120.76,-12.79,0.0,150,1,5,5.0,16
4689,0.0,0.0,83.33333333,160,0,3,7.75,20
4690,120.15,-12.56,0.0,130,1,11,0.25,15
4691,119.67,-12.37,0.0,20,2,13,3.25,5
4692,119.16,-12.16,0.0,150,1,18,7.75,6
4693,0.0,0.0,83.33333333,180,0,16,9.25,16
4694,120.07,-12.53,0.0,190,1,4,0.25,17
4695,121.69,-13.14,0.0,130,2,19,6.0,8
4696,121.19,-12.95,0.0,140,1,5,0.25,10
4697,119.59,-12.34,0.0,130,2,15,8.75,3
4698,119.33,-12.24,0.0,140,1,12,2.25,6
4699,118.67,-11.97,0.0,40,1,16,9.25,2
4700,119.6,-12.34,0.0,150,2,13,7.25,7
4701,117.5,-11.48,0.0,40,2,4,1.5,9
4702,120.73,-12.78,0.0,100,2,11,0.75,9
4703,120.41,-12.66,0.0,180,2,18,3.5,3
4704,122.5,-13.43,0.0,160,2,20,4.0,17
4705,121.61,-13.11,0.0,170,1,19,0.0,5
4706,119.59,-12.34,0.0,130,1,12,6.25,2
4707,120.67,-12.76,0.0,60,2,9,6.75,11
4708,120.07,-12.53,0.0,100,1,11,4.0,5
4709,101.43,-1.37,0.0,70,0,12,7.75,6
4710,119.43,-12.27,0.0,70,2,1,4.0,10
4711,120.17,-12.56,0.0,40,1,19,8.5,1
4712,120.0,-12.5,0.0,20,1,20,4.5,9
4713,118.75,-12.0,0.0,80,2,6,0.5,18
4714,117.83,-11.62,0.0,120,2,11,8.25,20
4715,117.56,-11.5,0.0,60,1,5,1.75,2
4716,101.67,-1.59,0.0,180,0,18,7.5,5
4717,120.92,-12.85,0.0,160,1,8,5.25,1
4718,0.0,0.0,83.33333333,20,0,17,3.5,11
4719,0.0,0.0,83.33333333,50,0,6,6.25,8
4720,121.07,-12.91,0.0,100,1,3,6.25,19
4721,117.93,-11.66,0.0,90,2,14,6.5,13
4722,119.78,-12.41,0.0,90,1,13,0.0,18
4723,0.0,0.0,83.33333333,80,0,8,0.0,7
4724,119.2,-12.18,0.0,100,2,11,8.5,2
4725,0.0,0.0,83.33333333,70,0,5,4.5,20
4726,0.0,0.0,83.33333333,190,0,3,9.75,7
4727,120.21,-12.58,0.0,160,2,14,7.25,14
4728,100.91,-0.88,0.0,110,0,4,4.25,15
4729,120.32,-12.62,0.0,190,2,20,8.5,3
4730,119.78,-12.41,0.0,180,2,10,0.0,7
4731,122.44,-13.41,0.0,30,2,6,9.5,16
4732,119.33,-12.24,0.0,30,2,6,8.5,14
4733,101.43,-1.37,0.0,140,0,20,6.0,12
4734,119.33,-12.24,0.0,40,2,2,6.25,19
4735,120.48,-12.68,0.0,70,1,7,5.25,5
4736,118.59,-11.94,0.0,180,2,1,9.0,18
4737,100.83,-0.81,0.0,120,0,16,7.5,19
4738,100.83,-0.81,0.0,120,0,2,5.25,19
4739,120.67,-12.76,0.0,40,1,19,6.75,14
4740,100.59,-0.58,0.0,170,0,10,1.0,3
4741,118.22,-11.78,0.0,90,1,19,2.5,8
4742,122.08,-13.28,0.0,80,1,13,5.0,9
4743,100.5,-0.49,0.0,200,0,3,9.75,6
4744,118.4,-11.86,0.0,50,2,8,1.5,13
4745,120.98,-12.88,0.0,170,1,13,7.5,10
4746,120.57,-12.72,0.0,70,1,12,8.0,6
4747,121.0,-12.88,0.0,40,2,18,1.5,10
4748,101.25,-1.2,0.0,80,0,6,3.75,10
4749,0.0,0.0,83.33333333,60,0,8,2.0,15
4750,118.0,-11.69,0.0,30,2,1,3.75,16
4751,119.9,-12.46,0.0,130,2,20,4.75,11
4752,100.53,-0.52,0.0,190,0,17,8.75,10
4753,119.92,-12.47,0.0,80,2,18,7.25,17
4754,121.5,-13.07,0.0,40,1,3,1.5,16
4755,119.33,-12.24,0.0,180,2,14,8.0,18
4756,122.76,-13.52,0.0,150,2,11,9.0,2
4757,119.92,-12.47,0.0,80,2,3,7.25,15
4758,119.33,-12.24,0.0,100,2,19,1.5,9
4759,0.0,0.0,83.33333333,140,0,17,6.5,13
4760,119.93,-12.47,0.0,190,1,15,1.5,8
4761,0.0,0.0,83.33333333,160,0,6,6.5,17
4762,120.12,-12.55,0.0,110,1,16,4.0,13
4763,100.83,-0.81,0.0,120,0,9,5.75,13
4764,120.0,-12.5,0.0,130,2,13,0.75,2
4765,120.0,-12.5,0.0,30,1,13,5.25,19
4766,120.0,-12.5,0.0,140,1,17,1.25,7
4767,119.41,-12.27,0.0,170,1,10,7.25,13
4768,124.67,-14.18,0.0,10,2,18,9.5,16
4769,0.0,0.0,83.33333333,70,0,5,2.75,20
4770,0.0,0.0,83.33333333,40,0,7,4.75,12
4771,120.44,-12.67,0.0,60,2,8,3.5,8
4772,121.89,-13.21,0.0,120,2,11,4.0,18
4773,120.67,-12.76,0.0,20,1,3,7.5,16
4774,118.72,-11.99,0.0,130,2,2,5.5,8
4775,119.71,-12.39,0.0,140,2,5,2.25,20
4776,119.3,-12.22,0.0,180,2,12,9.5,8
4777,116.93,-11.23,0.0,100,2,9,0.75,16
4778,119.88,-12.45,0.0,110,2,7,2.25,12
4779,121.0,-12.88,0.0,20,2,17,5.0,5
4780,117.33,-11.4,0.0,30,1,5,9.25,14
4781,0.0,0.0,83.33333333,200,0,5,5.25,10
4782,120.67,-12.76,0.0,20,2,4,4.25,6
4783,118.67,-11.97,0.0,10,1,5,6.0,12
4784,119.33,-12.24,0.0,70,2,19,9.75,15
4785,120.19,-12.57,0.0,180,2,14,4.0,8
4786,124.67,-14.18,0.0,10,1,4,9.75,4
4787,120.11,-12.54,0.0,120,1,15,9.25,20
4788,122.33,-13.37,0.0,20,2,18,1.0,5
4789,120.53,-12.7,0.0,190,1,5,2.75,1
4790,120.73,-12.78,0.0,100,2,11,10.0,8
4791,103.33,-3.03,0.0,60,0,16,5.75,15
4792,0.0,0.0,83.33333333,20,0,16,3.75,11
4793,120.0,-12.5,0.0,190,1,18,3.0,20
4794,120.67,-12.76,0.0,10,2,18,8.5,19
4795,120.95,-12.87,0.0,70,1,14,6.75,20
4796,0.0,0.0,83.33333333,80,0,3,4.25,5
4797,120.0,-12.5,0.0,100,2,9,3.75,14
4798,0.0,0.0,83.33333333,190,0,1,6.75,11
4799,0.0,0.0,83.33333333,130,0,3,9.5,15
4800,0.0,0.0,83.33333333,70,0,13,0.25,6
4801,0.0,0.0,83.33333333,20,0,5,7.75,19
4802,118.86,-12.04,0.0,140,1,19,4.25,6
4803,120.0,-12.5,0.0,80,1,2,4.75,17
4804,100.59,-0.58,0.0,170,0,20,7.5,14
4805,102.22,-2.08,0.0,90,0,4,8.5,15
4806,0.0,0.0,83.33333333,180,0,5,9.0,10
4807,0.0,0.0,83.33333333,30,0,2,4.25,7
4808,119.49,-12.3,0.0,170,2,8,1.0,15
4809,120.43,-12.67,0.0,200,2,4,0.25,16
4810,119.37,-12.25,0.0,160,2,2,0.5,12
4811,114.67,-10.19,0.0,10,2,13,8.75,8
4812,119.92,-12.47,0.0,160,1,20,6.25,7
4813,0.0,0.0,83.33333333,40,0,5,7.5,10
4814,120.67,-12.76,0.0,70,1,8,0.75,4
4815,119.03,-12.11,0.0,110,2,9,3.5,19
4816,118.37,-11.84,0.0,90,2,15,9.0,9
4817,121.33,-13.01,0.0,20,2,17,9.0,20
4818,120.0,-12.5,0.0,20,2,3,5.75,15
4819,120.0,-12.5,0.0,170,2,1,5.75,1
4820,0.0,0.0,83.33333333,60,0,12,6.25,7
4821,120.0,-12.5,0.0,10,2,17,9.25,15
4822,121.87,-13.2,0.0,50,2,18,7.25,3
4823,0.0,0.0,83.33333333,10,0,4,2.5,13
4824,118.67,-11.97,0.0,90,2,12,0.25,9
4825,100.77,-0.75,0.0,130,0,14,7.5,3
4826,119.07,-12.13,0.0,50,2,2,4.75,18
4827,121.33,-13.01,0.0,30,1,6,8.25,12
4828,118.19,-11.77,0.0,70,1,7,9.5,1
4829,100.5,-0.49,0.0,200,0,1,9.25,15
4830,118.96,-12.09,0.0,90,2,17,4.0,10
4831,118.36,-11.84,0.0,150,1,9,9.0,6
4832,0.0,0.0,83.33333333,110,0,5,9.5,8
4833,120.67,-12.76,0.0,80,1,1,6.25,6
4834,123.33,-13.73,0.0,10,2,6,2.25,15
4835,0.0,0.0,83.33333333,80,0,19,4.75,13
4836,0.0,0.0,83.33333333,30,0,12,6.75,8
4837,120.67,-12.76,0.0,170,1,13,6.5,11
4838,118.79,-12.02,0.0,110,1,5,5.5,12
4839,0.0,0.0,83.33333333,30,0,4,0.5,14
4840,118.59,-11.94,0.0,90,2,10,4.75,6
4841,120.17,-12.56,0.0,120,1,7,3.25,7
4842,0.0,0.0,83.33333333,20,0,12,4.5,4
4843,120.47,-12.68,0.0,200,1,7,8.0,4
4844,0.0,0.0,83.33333333,190,0,12,8.0,9
4845,0.0,0.0,83.33333333,50,0,1,8.0,2
4846,0.0,0.0,83.33333333,130,0,18,6.75,11
4847,120.33,-12.63,0.0,60,1,13,9.75,16
4848,0.0,0.0,83.33333333,100,0,9,9.25,18
4849,119.33,-12.24,0.0,110,1,17,2.25,12
4850,120.74,-12.79,0.0,180,1,20,7.5,18
4851,120.58,-12.73,0.0,80,2,5,9.5,7
4852,119.58,-12.34,0.0,160,2,14,7.75,10
4853,119.67,-12.37,0.0,20,2,14,2.5,7
4854,0.0,0.0,83.33333333,40,0,11,2.0,12
4855,0.0,0.0,83.33333333,70,0,15,6.0,13
4856,121.42,-13.04,0.0,160,1,12,1.5,7
4857,121.33,-13.01,0.0,10,1,7,1.25,3
4858,0.0,0.0,83.33333333,110,0,16,8.25,1
4859,118.67,-11.97,0.0,10,2,12,1.75,18
4860,101.05,-1.02,0.0,190,0,16,8.75,11
4861,119.67,-12.37,0.0,60,1,6,0.5,20
4862,121.67,-13.13,0.0,20,1,17,4.75,13
4863,119.82,-12.43,0.0,190,1,18,3.75,12
4864,100.77,-0.75,0.0,130,0,6,4.0,16
4865,119.4,-12.26,0.0,190,2,14,1.5,6
4866,102.0,-1.89,0.0,50,0,9,6.25,8
4867,124.0,-13.95,0.0,10,2,9,7.5,17
4868,122.17,-13.31,0.0,40,2,17,2.0,16
4869,120.86,-12.83,0.0,70,2,13,9.0,7
4870,119.8,-12.42,0.0,170,2,13,4.0,18
4871,120.76,-12.79,0.0,150,2,19,9.5,10
4872,117.47,-11.46,0.0,50,1,1,0.75,14
4873,0.0,0.0,83.33333333,70,0,18,8.75,16
4874,118.46,-11.88,0.0,130,1,4,2.75,20
4875,116.67,-11.11,0.0,50,1,6,9.5,12
4876,119.94,-12.48,0.0,120,1,10,8.25,16
4877,0.0,0.0,83.33333333,160,0,4,2.25,15
4878,120.22,-12.59,0.0,60,1,20,5.25,11
4879,119.33,-12.24,0.0,10,1,1,6.0,11
4880,120.89,-12.84,0.0,30,2,8,6.0,4
4881,120.79,-12.8,0.0,110,1,7,4.5,6
4882,119.6,-12.34,0.0,150,2,1,3.25,15
4883,101.18,-1.14,0.0,170,0,7,8.25,14
4884,0.0,0.0,83.33333333,30,0,7,7.75,8
4885,120.1,-12.54,0.0,200,2,14,0.5,5
4886,120.51,-12.7,0.0,170,1,9,7.25,6
4887,122.22,-13.33,0.0,30,2,14,6.0,16
4888,119.67,-12.37,0.0,200,1,8,4.0,6
4889,126.64,-15.28,0.0,180,1,2,0.0,18
4890,120.39,-12.65,0.0,170,1,13,0.75,18
4891,100.63,-0.61,0.0,160,0,19,8.75,1
4892,117.81,-11.61,0.0,70,1,14,10.0,14
4893,0.0,0.0,83.33333333,90,0,6,7.0,17
4894,119.79,-12.42,0.0,190,2,7,6.0,17
4895,124.67,-14.18,0.0,10,1,16,1.0,17
4896,121.22,-12.97,0.0,180,2,14,0.75,4
4897,0.0,0.0,83.33333333,30,0,18,2.0,17
4898,119.56,-12.32,0.0,150,2,17,5.5,5
4899,119.5,-12.3,0.0,200,2,5,9.25,14
4900,120.31,-12.62,0.0,130,1,18,3.5,17
4901,120.83,-12.82,0.0,200,1,11,7.5,1
4902,120.43,-12.67,0.0,200,1,6,7.25,12
4903,120.36,-12.64,0.0,150,2,3,3.5,11
4904,120.33,-12.63,0.0,120,2,9,6.0,17
4905,122.33,-13.37,0.0,20,1,8,1.0,13
4906,119.44,-12.28,0.0,190,1,7,2.5,5
4907,124.58,-6.82,0.0,120,0,2,0.0,19
4908,118.5,-11.9,0.0,120,1,18,3.0,7
4909,120.67,-12.76,0.0,20,1,14,10.0,4
4910,119.48,-12.29,0.0,140,1,10,7.5,15
4911,101.25,-1.2,0.0,80,0,11,3.25,7
4912,118.98,-12.09,0.0,190,2,18,6.25,3
4913,102.31,-2.16,0.0,130,0,4,9.5,1
4914,119.94,-12.48,0.0,120,2,11,9.0,13
4915,100.91,-0.88,0.0,110,0,14,5.5,19
4916,120.32,-12.62,0.0,190,1,18,1.25,20
4917,118.19,-11.77,0.0,140,2,8,2.0,15
4918,120.5,-12.69,0.0,200,2,1,6.5,7
4919,120.14,-12.55,0.0,190,2,18,9.5,2
4920,121.83,-13.19,0.0,80,1,10,2.0,19
4921,119.7,-12.38,0.0,180,1,8,0.0,5
4922,0.0,0.0,83.33333333,150,0,18,2.75,18
4923,121.57,-13.09,0.0,200,1,18,9.25,12
4924,119.6,-12.34,0.0,50,1,2,6.5,3
4925,0.0,0.0,83.33333333,120,0,16,3.5,6
4926,121.06,-12.9,0.0,120,1,16,2.0,13
4927,120.22,-12.59,0.0,60,1,3,5.0,14
4928,100.63,-0.61,0.0,160,0,12,8.25,4
4929,119.29,-12.22,0.0,160,1,14,9.0,13
4930,121.0,-12.88,0.0,60,1,8,8.0,3
4931,0.0,0.0,83.33333333,160,0,17,0.0,11
4932,123.31,-13.15,0.0,150,2,5,0.0,17
4933,121.4,-13.03,0.0,190,2,6,5.5,11
4934,102.5,-2.33,0.0,120,0,2,6.5,11
4935,118.67,-11.97,0.0,30,1,9,3.25,12
4936,120.3,-12.62,0.0,90,1,7,6.0,20
4937,101.54,-1.47,0.0,130,0,3,1.75,3
4938,120.0,-12.5,0.0,80,1,9,3.0,17
4939,118.6,-11.94,0.0,200,1,4,7.75,15
4940,119.78,-12.41,0.0,30,2,10,5.75,3
4941,120.83,-12.82,0.0,40,2,5,6.75,15
4942,120.59,-12.73,0.0,90,2,5,2.25,15
4943,100.5,-0.49,0.0,200,0,9,8.5,14
4944,118.18,-11.76,0.0,190,1,18,2.25,5
4945,119.56,-12.32,0.0,30,2,1,1.5,13
4946,0.0,0.0,83.33333333,100,0,17,0.75,8
4947,119.33,-12.24,0.0,80,1,12,2.5,14
4948,119.67,-12.37,0.0,80,2,8,4.75,10
4949,119.64,-12.36,0.0,130,2,8,0.5,13
4950,0.0,0.0,83.33333333,180,0,12,3.5,8
4951,0.0,0.0,83.33333333,120,0,19,8.25,17
4952,100.91,-0.88,0.0,110,0,3,6.5,16
4953,0.0,0.0,83.33333333,200,0,6,6.0,6
4954,118.44,-11.87,0.0,30,1,20,5.75,7
4955,0.0,0.0,83.33333333,100,0,19,9.5,12
4956,0.0,0.0,83.33333333,200,0,10,0.5,12
4957,120.11,-12.54,0.0,190,1,4,7.0,18
4958,119.85,-12.44,0.0,90,2,12,3.0,3
4959,118.62,-11.95,0.0,160,2,9,7.75,17
4960,120.0,-12.5,0.0,60,1,3,1.0,18
4961,100.83,-0.81,0.0,120,0,19,7.5,17
4962,120.38,-12.65,0.0,70,1,9,2.5,2
4963,122.1,-13.29,0.0,70,1,6,4.75,16
4964,119.59,-12.34,0.0,130,2,18,2.0,8
4965,120.24,-12.59,0.0,170,1,15,8.75,2
