,MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
5348,100.0,0.0,37.5,190,0,15,3.0,16
5349,99.58,0.11,0.0,200,0,10,2.75,16
5350,100.0,0.0,37.5,180,0,15,1.25,6
5351,74.47,7.31,25.0,170,1,20,5.75,6
5352,74.7,7.23,25.0,110,1,16,6.5,10
5353,72.38,7.95,25.0,180,1,14,7.25,13
5354,75.29,7.05,0.0,60,1,7,5.75,9
5355,72.51,7.91,25.0,140,1,9,8.75,17
5356,99.31,0.19,0.0,60,0,14,7.75,10
5357,74.01,7.45,25.0,150,2,14,4.5,11
5358,76.32,6.74,0.0,30,2,2,4.5,1
5359,100.0,0.0,37.5,10,0,8,4.25,8
5360,72.9,7.79,25.0,90,1,8,8.5,2
5361,73.84,7.5,25.0,100,1,19,3.25,14
5362,74.45,7.31,25.0,60,1,9,6.25,18
5363,74.62,7.26,25.0,200,2,19,7.75,1
5364,100.0,0.0,37.5,50,0,1,8.5,8
5365,99.31,0.19,0.0,60,0,7,1.0,17
5366,100.0,0.0,37.5,180,0,7,5.75,17
5367,73.25,7.68,25.0,10,1,20,3.0,19
5368,75.78,6.9,0.0,70,2,20,5.25,6
5369,73.74,7.53,25.0,80,1,6,7.75,9
5370,99.75,0.07,0.0,170,0,18,3.0,19
5371,99.7,0.08,0.0,140,0,8,2.5,2
5372,72.99,8.42,25.0,170,2,3,4.0,4
5373,75.51,6.99,0.0,130,1,15,9.0,16
5374,70.27,8.61,25.0,70,1,14,2.75,11
5375,75.49,6.99,0.0,130,2,11,6.75,13
5376,73.23,7.69,25.0,130,2,14,9.0,16
5377,71.71,8.16,25.0,70,1,12,7.75,15
5378,72.92,7.78,25.0,160,1,14,5.5,11
5379,72.59,7.89,25.0,40,1,10,4.75,12
5380,100.0,0.0,37.5,10,0,9,2.75,14
5381,75.04,7.13,0.0,120,1,5,5.5,1
5382,76.47,9.03,0.0,170,1,1,1.25,8
5383,75.32,7.05,0.0,110,1,13,3.5,9
5384,73.72,7.54,25.0,190,2,9,8.5,18
5385,99.74,0.07,0.0,160,0,18,6.75,2
5386,97.65,1.05,37.5,170,0,1,1.25,6
5387,100.0,0.0,37.5,180,0,12,5.5,18
5388,74.74,7.22,25.0,200,1,4,7.5,9
5389,73.45,7.62,25.0,170,1,1,9.5,20
5390,74.49,7.3,25.0,90,1,18,0.0,19
5391,78.4,6.11,0.0,20,2,11,9.5,9
5392,100.0,0.0,37.5,40,0,11,9.75,20
5393,73.81,7.51,25.0,90,1,9,7.25,6
5394,100.0,0.0,37.5,150,0,14,7.5,15
5395,75.6,6.96,0.0,150,2,15,4.5,20
5396,73.08,7.73,25.0,150,2,7,3.5,18
5397,73.74,7.53,25.0,40,1,8,6.25,18
5398,74.22,7.38,25.0,130,2,10,9.5,6
5399,72.5,13.6,25.0,30,1,3,0.75,13
5400,73.94,7.47,25.0,60,2,20,4.25,7
5401,73.22,7.69,25.0,150,1,14,10.0,14
5402,99.74,0.07,0.0,160,0,3,2.0,5
5403,74.66,7.25,25.0,140,2,19,7.0,18
5404,74.67,7.24,25.0,20,1,11,4.25,4
5405,76.71,6.62,0.0,140,1,15,8.0,2
5406,73.39,7.64,25.0,30,2,4,9.25,10
5407,72.72,7.85,25.0,50,1,17,2.5,8
5408,100.0,0.0,37.5,100,0,18,0.25,1
5409,69.72,8.78,25.0,110,1,16,1.25,5
5410,75.81,6.89,0.0,70,1,17,1.0,10
5411,100.0,0.0,37.5,110,0,15,2.0,10
5412,70.48,8.55,25.0,80,2,8,8.5,7
5413,75.0,7.14,25.0,10,1,4,2.5,5
5414,99.24,0.2,0.0,110,0,7,3.25,19
5415,70.45,8.55,25.0,40,2,19,3.75,12
5416,100.0,0.0,37.5,50,0,14,10.0,17
5417,100.0,0.0,37.5,100,0,9,3.25,10
5418,74.28,7.36,25.0,110,1,13,7.75,18
5419,71.18,8.33,25.0,190,2,7,9.0,15
5420,100.0,0.0,37.5,160,0,12,5.0,14
5421,74.48,7.3,25.0,170,1,1,4.0,6
5422,75.0,9.55,25.0,180,2,2,3.0,18
5423,100.0,0.0,37.5,100,0,3,5.25,11
5424,75.95,6.85,0.0,160,1,16,10.0,6
5425,72.94,7.78,25.0,160,1,17,2.0,1
5426,100.0,0.0,37.5,60,0,8,1.25,8
5427,75.66,6.94,0.0,10,2,16,3.75,7
5428,75.0,7.14,25.0,20,2,6,2.5,20
5429,99.58,0.11,0.0,100,0,4,6.25,11
5430,100.0,0.0,37.5,110,0,19,0.75,14
5431,77.15,6.49,0.0,50,2,7,4.25,3
5432,100.0,0.0,37.5,140,0,20,1.25,16
5433,99.58,0.11,0.0,200,0,16,9.75,12
5434,100.0,0.0,37.5,160,0,1,4.5,8
5435,74.44,7.32,25.0,70,1,19,2.25,14
5436,73.26,7.68,25.0,150,2,12,6.0,5
5437,100.0,0.0,37.5,80,0,3,8.25,20
5438,94.55,1.63,25.0,110,0,2,1.25,13
5439,73.83,7.5,25.0,30,1,5,6.0,14
5440,73.48,7.61,25.0,110,2,9,8.25,20
5441,69.43,8.87,25.0,130,1,1,8.25,15
5442,99.77,0.06,0.0,180,0,16,1.5,17
5443,100.0,0.0,37.5,150,0,10,8.25,1
5444,100.0,0.0,37.5,40,0,20,8.25,13
5445,100.0,0.0,37.5,160,0,6,4.0,19
5446,70.83,8.43,25.0,20,1,3,6.0,17
5447,71.62,8.19,25.0,70,1,17,6.5,6
5448,99.68,0.09,0.0,130,0,12,2.5,9
5449,74.78,7.21,25.0,10,1,10,10.0,3
5450,99.72,0.07,0.0,150,0,3,0.75,16
5451,100.0,0.0,37.5,100,0,17,6.5,1
5452,75.34,7.04,0.0,140,1,20,3.5,9
5453,74.96,7.16,25.0,150,2,14,5.75,9
5454,74.68,7.62,25.0,160,2,3,5.25,2
5455,71.64,8.18,25.0,30,1,13,0.75,17
5456,74.52,7.29,25.0,120,2,3,5.5,10
5457,97.82,2.78,0.0,130,0,4,0.25,11
5458,74.93,7.17,25.0,60,2,7,4.75,14
5459,100.0,0.0,37.5,110,0,10,7.5,12
5460,76.16,6.79,0.0,130,1,12,7.0,9
5461,100.0,0.0,37.5,170,0,18,9.0,6
5462,77.64,7.6,0.0,160,2,3,4.0,15
5463,100.0,0.0,37.5,130,0,15,0.25,13
5464,74.96,7.15,25.0,60,2,5,4.25,7
5465,99.31,0.19,0.0,60,0,18,2.25,2
5466,71.42,8.25,25.0,30,1,6,6.0,11
5467,74.93,7.17,25.0,30,2,19,7.75,1
5468,74.34,7.34,25.0,20,1,7,3.25,9
5469,100.0,0.0,37.5,60,0,13,6.75,10
5470,100.0,0.0,37.5,110,0,1,3.0,8
5471,73.76,7.52,25.0,110,1,20,8.5,19
5472,100.0,0.0,37.5,80,0,7,1.0,9
5473,100.0,0.0,37.5,120,0,9,9.0,8
5474,72.65,7.87,25.0,70,1,10,2.25,10
5475,69.3,8.92,25.0,20,1,14,1.25,11
5476,69.7,8.79,25.0,60,1,10,3.25,16
5477,74.51,7.29,25.0,200,2,13,9.5,6
5478,99.74,0.07,0.0,160,0,2,6.75,2
5479,100.0,0.0,37.5,110,0,2,4.75,2
5480,100.0,0.0,37.5,140,0,2,4.25,17
5481,68.98,9.02,25.0,70,2,13,8.5,17
5482,73.57,7.58,25.0,80,1,10,8.25,20
5483,72.91,7.79,25.0,130,1,14,5.25,17
5484,74.23,7.38,25.0,190,2,10,4.25,2
5485,77.67,7.31,0.0,140,2,2,4.5,19
5486,74.91,6.92,25.0,190,1,4,1.25,20
5487,75.12,7.11,0.0,160,1,18,8.25,8
5488,100.0,0.0,37.5,130,0,6,2.25,19
5489,99.54,0.12,0.0,90,0,16,6.75,17
5490,100.0,0.0,37.5,60,0,17,9.75,14
5491,88.0,3.62,25.0,50,0,2,0.75,12
5492,100.0,0.0,37.5,160,0,18,1.5,6
5493,100.0,0.0,37.5,140,0,10,1.25,18
5494,99.68,0.09,0.0,130,0,17,8.75,13
5495,75.04,7.13,0.0,50,1,4,7.0,14
5496,99.79,0.06,0.0,200,0,6,5.25,20
5497,72.78,7.83,25.0,140,1,6,1.5,12
5498,75.37,7.03,0.0,30,2,14,3.25,20
5499,100.0,0.0,37.5,90,0,11,2.75,3
5500,77.49,6.39,0.0,30,1,10,2.5,5
5501,76.41,6.71,0.0,70,2,11,8.75,10
5502,100.0,0.0,37.5,160,0,8,6.25,19
5503,100.0,0.0,37.5,40,0,17,8.0,13
5504,100.0,0.0,37.5,120,0,12,1.0,2
5505,77.08,6.51,0.0,20,2,18,6.0,10
5506,74.34,7.34,25.0,170,2,15,5.5,16
5507,99.31,0.19,0.0,120,0,7,2.75,5
5508,69.52,8.85,25.0,10,2,20,6.25,10
5509,76.64,6.64,0.0,40,2,5,5.75,10
5510,100.0,0.0,37.5,100,0,4,5.0,12
5511,71.88,7.81,25.0,30,1,4,0.5,18
5512,73.63,7.57,25.0,150,1,15,9.75,20
5513,73.19,8.41,0.0,50,2,1,4.25,19
5514,100.0,0.0,37.5,40,0,9,3.5,13
5515,100.0,0.0,37.5,140,0,14,2.75,18
5516,72.63,7.87,25.0,50,1,12,6.0,8
5517,100.0,0.0,37.5,100,0,16,7.75,10
5518,100.0,0.0,37.5,100,0,15,2.75,10
5519,72.91,7.79,25.0,150,1,8,6.0,3
5520,72.96,7.77,25.0,70,1,20,6.25,1
5521,75.0,7.14,25.0,30,1,2,3.0,8
5522,72.26,7.99,25.0,80,2,8,1.25,19
5523,72.15,8.02,25.0,60,2,15,8.75,10
5524,69.35,20.15,25.0,60,2,1,2.5,3
5525,75.76,6.91,0.0,150,1,12,9.75,16
5526,75.26,7.06,0.0,60,2,16,6.75,16
5527,75.88,6.88,0.0,150,1,10,1.0,12
5528,72.26,7.69,25.0,180,1,4,1.0,5
5529,99.54,0.12,0.0,90,0,7,6.0,4
5530,75.03,7.13,0.0,170,1,7,1.75,14
5531,76.75,6.61,0.0,20,1,1,6.25,15
5532,100.0,0.0,37.5,60,0,13,0.5,6
5533,73.83,7.5,25.0,160,2,5,3.5,11
5534,73.03,7.75,25.0,120,1,19,4.25,3
5535,76.68,6.63,0.0,60,2,2,7.75,5
5536,76.21,6.77,0.0,60,1,11,10.0,19
5537,100.0,0.0,37.5,170,0,16,5.5,12
5538,73.55,7.59,25.0,80,1,7,9.75,2
5539,100.0,0.0,37.5,70,0,19,0.75,15
5540,100.0,0.0,37.5,160,0,4,3.25,15
5541,75.22,7.08,0.0,190,1,11,3.5,14
5542,74.56,7.28,25.0,40,1,16,8.5,17
5543,73.15,7.71,25.0,140,1,7,4.75,4
5544,72.5,7.91,25.0,130,1,6,3.5,11
5545,72.44,7.93,25.0,30,2,14,6.0,8
5546,72.73,7.84,25.0,30,2,18,6.75,20
5547,75.51,6.99,0.0,130,1,4,6.75,6
5548,100.0,0.0,37.5,130,0,10,6.25,9
5549,100.0,0.0,37.5,160,0,13,4.25,18
5550,99.31,0.19,0.0,60,0,6,1.5,4
5551,73.81,7.51,25.0,140,1,9,1.5,16
5552,70.45,8.55,25.0,40,1,18,9.75,11
5553,75.54,3.93,0.0,100,1,5,0.25,20
5554,100.0,0.0,37.5,30,0,9,8.0,19
5555,74.76,7.22,25.0,130,2,1,8.25,7
5556,100.0,0.0,37.5,120,0,13,0.25,9
5557,100.0,0.0,37.5,200,0,11,7.5,1
5558,72.33,7.97,25.0,180,1,9,9.75,14
5559,98.96,0.28,0.0,40,0,10,2.25,6
5560,74.75,7.22,25.0,130,2,16,9.25,8
5561,70.69,8.48,25.0,180,2,5,5.75,2
5562,74.34,7.34,25.0,20,1,16,5.0,2
5563,74.19,7.39,25.0,160,1,9,2.25,19
5564,100.0,0.0,37.5,130,0,6,5.5,3
5565,100.0,0.0,37.5,120,0,2,2.75,9
5566,71.13,13.52,25.0,40,2,2,1.5,4
5567,74.45,7.31,25.0,80,1,9,9.75,5
5568,73.67,7.55,25.0,130,1,14,3.25,5
5569,100.0,0.0,37.5,80,0,18,0.25,15
5570,99.7,0.08,0.0,140,0,15,3.75,15
5571,74.44,7.32,25.0,160,1,9,8.25,10
5572,71.89,8.1,25.0,60,2,19,9.25,18
5573,72.32,7.97,25.0,50,1,5,5.25,6
5574,100.0,0.0,37.5,120,0,5,8.0,17
5575,76.75,6.61,0.0,10,1,11,3.75,6
5576,100.0,0.0,37.5,60,0,19,4.0,18
5577,73.25,7.68,25.0,110,2,7,5.25,18
5578,71.07,8.36,25.0,100,2,18,5.5,1
5579,71.64,7.92,25.0,90,2,2,3.0,17
5580,72.83,7.81,25.0,170,1,2,4.5,15
5581,100.0,0.0,37.5,30,0,10,4.75,18
5582,72.56,7.89,25.0,180,1,19,2.5,16
5583,100.0,0.0,37.5,80,0,14,5.75,18
5584,99.45,-0.07,0.0,190,0,7,0.0,10
5585,73.73,7.53,25.0,200,1,5,4.25,20
5586,100.0,0.0,37.5,120,0,6,6.75,6
5587,72.01,8.06,25.0,130,2,13,3.0,16
5588,100.0,0.0,37.5,120,0,20,3.75,13
5589,74.36,7.34,25.0,150,1,6,6.75,15
5590,72.35,7.96,25.0,190,2,13,1.25,10
5591,100.0,0.0,37.5,180,0,11,3.5,19
5592,100.0,0.0,37.5,100,0,13,6.25,13
5593,72.13,8.03,25.0,100,2,7,5.25,13
5594,67.47,9.5,25.0,90,1,1,8.0,2
5595,74.96,7.16,25.0,150,1,12,4.5,12
5596,74.73,7.23,25.0,160,2,13,6.25,17
5597,77.41,6.41,0.0,30,1,19,6.25,7
5598,78.23,6.16,0.0,70,2,16,2.75,19
5599,100.0,0.0,37.5,30,0,2,5.75,20
5600,100.0,0.0,37.5,70,0,3,1.25,12
5601,100.0,0.0,37.5,160,0,11,4.5,19
5602,69.52,8.85,25.0,10,1,18,5.0,20
5603,77.25,6.46,0.0,40,2,19,3.0,13
5604,100.0,0.0,37.5,140,0,7,7.25,17
5605,74.2,7.39,25.0,190,1,9,8.5,7
5606,74.04,7.44,25.0,110,1,2,4.5,17
5607,73.79,7.52,25.0,170,1,6,1.75,7
5608,71.68,8.17,25.0,200,1,14,8.25,4
5609,73.09,7.73,25.0,160,1,18,7.5,9
5610,72.32,7.97,25.0,200,2,14,1.0,9
5611,94.58,0.0,0.0,20,0,6,0.0,8
5612,100.0,0.0,37.5,50,0,15,10.0,11
5613,73.9,7.48,25.0,20,2,3,9.5,9
5614,72.51,7.91,25.0,200,2,19,3.5,6
5615,72.94,7.78,25.0,50,2,7,1.25,14
5616,76.89,6.57,0.0,130,1,1,4.0,2
5617,100.0,0.0,37.5,50,0,12,4.5,6
5618,72.46,7.93,25.0,190,2,4,7.75,4
5619,99.68,0.09,0.0,130,0,15,8.75,15
5620,100.0,0.0,37.5,70,0,5,10.0,10
5621,75.67,7.15,12.5,130,1,7,0.0,12
5622,100.0,0.0,37.5,20,0,2,6.0,5
5623,77.74,6.31,0.0,20,1,8,0.75,11
5624,100.0,0.0,37.5,90,0,14,6.0,16
5625,100.0,0.0,37.5,120,0,6,9.25,8
5626,67.04,9.64,25.0,70,1,13,6.25,5
5627,73.27,7.67,25.0,170,2,15,0.5,12
5628,70.49,8.54,25.0,90,2,17,8.75,10
5629,100.0,0.0,37.5,20,0,9,4.25,10
5630,100.0,0.0,37.5,10,0,5,8.75,6
5631,74.42,7.32,25.0,30,1,12,6.25,1
5632,74.17,7.4,25.0,90,1,13,5.75,9
5633,76.54,6.67,0.0,20,2,7,1.0,12
5634,100.0,0.0,37.5,200,0,4,9.0,9
5635,100.0,0.0,37.5,20,0,13,7.0,5
5636,64.69,10.39,25.0,10,2,17,3.0,13
5637,74.07,7.43,25.0,160,1,4,5.25,14
5638,75.25,7.07,0.0,160,1,19,7.25,1
5639,74.21,7.38,25.0,170,2,7,3.75,3
5640,100.0,0.0,37.5,40,0,15,4.25,12
5641,75.66,6.94,0.0,200,1,15,9.5,9
5642,71.29,12.37,25.0,140,2,3,0.25,9
5643,74.18,7.4,25.0,80,2,13,2.0,7
5644,100.0,0.0,37.5,40,0,10,9.75,3
5645,72.3,7.98,25.0,130,2,18,6.5,2
5646,70.87,8.42,25.0,60,2,13,0.75,16
5647,100.0,0.0,37.5,120,0,9,5.75,1
5648,73.37,7.65,25.0,160,2,1,9.0,19
5649,73.46,7.61,25.0,90,2,16,1.75,2
5650,100.0,0.0,37.5,30,0,20,6.75,6
5651,73.4,7.64,25.0,100,1,13,4.5,17
5652,73.77,7.52,25.0,180,1,3,5.75,8
5653,100.0,0.0,37.5,100,0,4,4.75,14
5654,100.0,0.0,37.5,90,0,10,2.75,3
5655,73.66,7.55,25.0,110,1,3,2.0,18
5656,70.95,8.4,25.0,150,1,19,0.75,16
5657,70.14,8.65,25.0,70,2,9,0.25,10
5658,99.17,0.22,0.0,50,0,13,5.75,7
5659,100.0,0.0,37.5,50,0,13,9.25,6
5660,73.9,7.48,25.0,10,1,18,7.25,14
5661,100.0,0.0,37.5,140,0,6,3.0,16
5662,100.0,0.0,37.5,70,0,9,3.25,12
5663,71.77,4.7,25.0,180,2,6,0.25,20
5664,100.0,0.0,37.5,150,0,18,2.5,4
5665,75.29,7.05,0.0,30,1,8,7.75,11
5666,100.0,0.0,37.5,150,0,14,3.0,9
5667,72.19,8.01,25.0,50,1,1,8.25,11
5668,100.0,0.0,37.5,100,0,5,1.75,13
5669,73.98,7.46,25.0,150,1,14,6.25,11
5670,70.18,8.64,25.0,10,1,10,0.5,13
5671,100.0,0.0,37.5,50,0,16,7.0,16
5672,72.24,7.99,25.0,120,1,4,6.75,2
5673,71.49,8.23,25.0,130,1,12,9.75,17
5674,80.7,5.43,0.0,10,1,20,1.25,10
5675,99.77,0.06,0.0,180,0,2,5.75,17
5676,100.0,0.0,37.5,110,0,13,2.0,19
5677,76.15,6.79,0.0,120,1,3,3.25,11
5678,76.42,7.74,0.0,140,2,2,4.75,3
5679,73.3,7.67,25.0,120,1,8,8.25,3
5680,73.64,7.56,25.0,190,1,9,1.75,3
5681,72.97,7.77,25.0,170,1,17,7.25,4
5682,72.88,7.8,25.0,60,1,10,2.25,7
5683,100.0,0.0,37.5,180,0,4,2.0,13
5684,73.59,7.58,25.0,140,2,10,8.75,13
5685,99.79,0.06,0.0,200,0,7,9.5,9
5686,99.77,0.06,0.0,180,0,19,8.5,14
5687,68.86,9.06,25.0,20,2,17,3.5,18
5688,74.05,7.43,25.0,60,1,10,6.25,1
5689,100.0,0.0,37.5,10,0,13,7.25,1
5690,74.79,7.21,25.0,200,2,12,7.75,15
5691,100.0,0.0,37.5,40,0,19,9.25,7
5692,74.99,7.15,25.0,170,1,3,2.75,3
5693,75.02,7.14,0.0,100,2,18,9.5,4
5694,76.51,6.68,0.0,80,2,15,4.0,19
5695,74.6,7.27,25.0,110,2,13,2.25,11
5696,100.0,0.0,37.5,30,0,13,4.0,17
5697,73.17,7.71,25.0,90,2,19,9.75,7
5698,74.82,7.2,25.0,120,2,2,9.75,13
5699,99.65,0.09,0.0,120,0,6,0.25,6
5700,100.0,0.0,37.5,90,0,12,5.75,20
5701,100.0,0.0,37.5,130,0,15,7.5,11
5702,100.0,0.0,37.5,130,0,2,7.0,11
5703,73.16,8.5,25.0,140,2,1,5.75,9
5704,75.81,12.6,0.0,170,2,1,2.5,1
5705,75.77,6.91,0.0,20,1,19,1.25,2
5706,75.71,6.93,0.0,40,1,19,0.75,2
5707,100.0,0.0,37.5,30,0,12,9.75,2
5708,100.0,0.0,37.5,150,0,18,5.75,13
5709,84.32,9.39,0.0,10,1,5,0.25,19
5710,100.0,0.0,37.5,70,0,6,2.25,3
5711,71.71,8.16,25.0,160,1,19,9.0,2
5712,74.33,7.35,25.0,160,2,5,4.25,14
5713,73.63,7.57,25.0,140,1,8,0.0,12
5714,100.0,0.0,37.5,180,0,13,2.75,16
5715,74.16,7.4,25.0,110,1,2,4.25,3
5716,64.91,10.32,25.0,10,2,4,9.5,11
5717,100.0,0.0,37.5,60,0,9,5.25,11
5718,71.1,8.35,25.0,50,2,7,1.5,12
5719,75.37,7.03,0.0,170,1,3,4.75,10
5720,74.05,7.43,25.0,30,1,19,5.75,3
5721,74.1,7.42,25.0,180,2,16,8.75,12
5722,72.86,7.8,25.0,40,2,7,4.5,16
5723,73.34,7.65,25.0,200,1,6,8.0,11
5724,74.86,7.19,25.0,200,2,20,0.75,6
5725,74.45,7.31,25.0,100,1,14,0.75,6
5726,74.38,7.33,25.0,60,1,7,4.25,6
5727,100.0,0.0,37.5,110,0,2,1.75,20
5728,72.73,7.84,25.0,190,2,16,8.0,14
5729,100.0,0.0,37.5,180,0,18,10.0,15
5730,78.58,6.06,0.0,30,1,5,2.0,1
5731,73.46,7.61,25.0,20,2,10,4.5,9
5732,71.33,8.28,25.0,40,1,7,9.0,2
5733,74.59,7.27,25.0,150,1,19,1.0,1
5734,59.93,16.08,25.0,80,2,3,0.5,16
5735,74.8,7.2,25.0,120,1,13,1.0,11
5736,65.33,13.5,25.0,80,2,2,0.25,1
5737,99.58,0.11,0.0,200,0,18,2.75,9
5738,100.0,0.0,37.5,110,0,10,6.75,7
5739,74.58,7.27,25.0,150,2,8,6.25,3
5740,72.93,7.78,25.0,90,1,3,4.25,13
5741,70.35,16.1,25.0,160,1,2,0.75,14
5742,70.47,8.55,25.0,60,2,18,0.5,8
5743,74.17,7.4,25.0,130,2,11,7.75,19
5744,76.14,6.79,0.0,100,2,15,8.0,11
5745,100.0,0.0,37.5,40,0,2,4.75,10
5746,100.0,0.0,37.5,80,0,8,3.5,6
5747,74.15,7.4,25.0,80,1,20,7.75,12
5748,77.76,6.3,0.0,50,2,20,7.75,18
5749,74.95,7.16,25.0,90,2,3,7.25,18
5750,70.39,8.57,25.0,30,1,14,5.25,7
5751,72.35,7.96,25.0,150,1,18,8.25,13
5752,99.4,0.16,0.0,70,0,10,6.25,5
5753,72.27,7.98,25.0,70,2,10,7.75,18
5754,100.0,0.0,37.5,130,0,4,9.25,16
5755,74.23,7.38,25.0,20,1,16,6.0,2
5756,74.69,7.24,25.0,120,1,6,7.75,12
5757,73.57,7.58,25.0,130,2,7,8.0,15
5758,71.95,8.08,25.0,100,2,13,6.5,7
5759,75.5,6.99,0.0,110,1,18,1.75,18
5760,73.52,7.6,25.0,80,1,1,2.75,17
5761,76.22,5.49,25.0,190,1,5,0.5,7
5762,100.0,0.0,37.5,180,0,11,4.0,3
5763,100.0,0.0,37.5,140,0,11,3.0,13
5764,73.14,7.72,25.0,40,2,20,0.0,16
5765,73.72,7.54,25.0,120,2,16,8.5,5
5766,70.18,8.64,25.0,20,1,15,8.25,13
5767,75.44,7.01,0.0,60,2,7,5.0,7
5768,100.0,0.0,37.5,80,0,2,3.75,5
5769,71.82,8.13,25.0,180,2,13,3.5,6
5770,66.88,8.48,25.0,70,2,3,0.75,2
5771,74.05,6.29,25.0,90,1,7,0.25,11
5772,73.51,7.6,25.0,150,2,5,7.5,18
5773,99.78,0.06,0.0,190,0,8,2.5,10
5774,77.78,6.3,0.0,30,1,12,8.0,6
5775,71.27,8.3,25.0,30,1,17,1.5,7
5776,100.0,-4.51,12.5,30,0,1,0.5,6
5777,73.7,7.54,25.0,110,1,18,2.75,15
5778,74.75,7.22,25.0,70,2,15,0.25,17
5779,100.0,0.0,37.5,130,0,5,2.25,18
5780,76.25,6.76,0.0,70,2,8,4.75,14
5781,74.14,7.41,25.0,160,2,14,5.75,9
5782,76.35,6.73,0.0,60,2,19,6.75,16
5783,75.28,7.06,0.0,70,2,2,8.75,16
5784,76.97,6.54,0.0,20,1,8,2.25,18
5785,100.0,0.0,37.5,120,0,16,8.25,13
5786,100.0,0.0,37.5,60,0,6,2.5,12
5787,71.96,8.08,25.0,170,2,18,8.75,4
5788,74.88,7.18,25.0,180,1,5,8.25,2
5789,100.0,0.0,37.5,80,0,3,5.0,14
5790,72.38,7.95,25.0,150,1,19,0.5,12
5791,69.08,8.99,25.0,10,2,20,8.25,4
5792,74.93,7.17,25.0,150,2,8,6.5,11
5793,100.0,0.0,37.5,90,0,20,3.75,17
5794,100.0,0.0,37.5,30,0,15,7.5,10
5795,72.72,7.84,25.0,130,2,11,6.5,20
5796,100.0,0.0,37.5,10,0,6,3.0,9
5797,100.0,0.0,37.5,170,0,10,1.5,6
5798,73.03,7.75,25.0,40,2,3,7.5,16
5799,76.12,6.8,0.0,100,2,5,7.5,20
5800,100.0,0.0,37.5,90,0,16,8.75,5
5801,100.0,0.0,37.5,190,0,10,7.75,8
5802,73.9,7.48,25.0,10,1,6,1.0,14
5803,71.53,9.14,25.0,110,2,3,4.25,20
5804,100.0,0.0,37.5,140,0,15,1.5,7
5805,74.73,7.22,25.0,90,2,20,3.25,1
5806,74.56,7.28,25.0,130,1,4,6.0,17
5807,100.0,0.0,37.5,10,0,18,1.25,8
5808,100.0,0.0,37.5,60,0,8,4.0,1
5809,73.96,7.46,25.0,40,2,3,6.0,11
5810,79.51,10.54,12.5,120,2,1,1.25,8
5811,77.63,6.34,0.0,30,2,15,5.5,15
5812,100.0,0.0,37.5,30,0,2,9.5,14
5813,69.63,8.81,25.0,20,1,19,1.5,15
5814,75.73,6.92,0.0,90,1,7,0.75,3
5815,100.0,0.0,37.5,190,0,13,7.25,10
5816,75.88,6.88,0.0,10,2,9,2.75,13
5817,99.17,0.22,0.0,50,0,20,10.0,7
5818,100.0,0.0,37.5,180,0,10,8.75,12
5819,100.0,0.0,37.5,120,0,1,9.0,6
5820,73.68,7.55,25.0,70,2,17,0.5,14
5821,100.0,0.0,37.5,70,0,6,1.25,5
5822,76.14,6.8,0.0,110,2,17,4.25,15
5823,99.79,0.06,0.0,200,0,6,5.75,16
5824,73.07,7.74,25.0,150,2,19,8.0,2
5825,71.54,8.21,25.0,200,2,19,4.25,20
5826,72.55,7.9,25.0,110,1,1,8.25,15
5827,79.37,10.25,0.0,10,2,2,1.0,10
5828,99.77,0.06,0.0,180,0,3,4.5,1
5829,100.0,0.0,37.5,80,0,13,8.0,7
5830,100.0,0.0,37.5,150,0,3,9.5,20
5831,74.02,7.44,25.0,130,1,15,2.5,7
5832,75.27,7.06,0.0,40,1,8,1.5,8
5833,73.64,7.56,25.0,100,2,18,10.0,16
5834,73.67,7.55,25.0,130,2,20,8.75,15
5835,75.29,7.05,0.0,60,1,14,3.75,3
5836,74.17,7.4,25.0,100,1,16,4.25,15
5837,75.26,7.06,0.0,120,2,11,4.25,14
5838,76.75,6.61,0.0,10,2,9,1.5,3
5839,78.13,7.62,0.0,80,2,2,3.0,8
5840,70.86,8.43,25.0,190,1,18,0.75,17
5841,72.84,7.81,25.0,120,2,3,9.0,20
5842,72.48,7.92,25.0,80,1,12,1.75,20
5843,76.91,6.56,0.0,70,1,13,0.25,1
5844,75.8,6.9,0.0,30,1,3,6.5,3
5845,75.33,7.04,0.0,120,2,1,7.5,9
5846,100.0,0.0,37.5,200,0,18,4.25,15
5847,73.79,7.52,25.0,150,2,19,6.25,16
5848,78.05,8.96,0.0,150,2,2,0.75,15
5849,72.51,7.91,25.0,150,2,17,3.25,11
5850,71.27,8.3,25.0,30,1,16,9.5,15
5851,72.26,7.99,25.0,180,1,2,2.0,12
5852,100.0,0.0,37.5,170,0,7,7.5,17
5853,74.1,7.42,25.0,80,1,14,9.5,16
5854,72.98,7.77,25.0,140,1,13,8.0,20
5855,100.0,0.0,37.5,180,0,12,6.75,20
5856,65.5,10.13,25.0,30,1,12,4.5,10
5857,100.0,0.0,37.5,70,0,4,9.0,7
5858,74.7,7.24,25.0,160,2,13,7.5,3
5859,74.39,7.33,25.0,130,2,18,2.25,7
5860,74.89,7.18,25.0,80,1,11,9.25,17
5861,69.6,8.82,25.0,110,2,12,9.25,10
5862,100.0,0.0,37.5,10,0,11,9.25,12
5863,100.0,0.0,37.5,190,0,13,9.75,2
